epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
166,41643.1,2.45098,2.38968,0.93641,0.08244,0.85035,0.13307,0.06898,1.7029,1.99096,0.8897,0.0018325,0.0018325,0.0018325
167,41893,2.43869,2.37491,0.93424,0.08307,0.84727,0.13301,0.06824,1.71323,1.99189,0.88999,0.001783,0.001783,0.001783
168,42141.5,2.42102,2.36177,0.93262,0.0852,0.8384,0.13303,0.06757,1.72724,1.99434,0.89095,0.0017335,0.0017335,0.0017335
169,42391.3,2.4105,2.34942,0.93215,0.08328,0.84641,0.13285,0.06707,1.73969,1.99727,0.89207,0.001684,0.001684,0.001684
170,42640.9,2.4026,2.34298,0.93157,0.08614,0.83379,0.1328,0.06602,1.75218,1.99845,0.89285,0.0016345,0.0016345,0.0016345
171,42891.1,2.39249,2.33292,0.93027,0.08658,0.83392,0.13308,0.06614,1.7534,1.99723,0.89289,0.001585,0.001585,0.001585
172,43140.9,2.37854,2.32376,0.92844,0.08949,0.82355,0.13335,0.0663,1.74962,1.99418,0.89235,0.0015355,0.0015355,0.0015355
173,43392,2.37061,2.31638,0.92721,0.09014,0.82168,0.13357,0.06649,1.74804,1.99235,0.89215,0.001486,0.001486,0.001486
174,43642,2.35387,2.30557,0.92553,0.09088,0.82209,0.13408,0.0668,1.74393,1.98922,0.89173,0.0014365,0.0014365,0.0014365
175,43894.9,2.3399,2.29819,0.92435,0.09311,0.8132,0.13405,0.06714,1.73878,1.98639,0.89134,0.001387,0.001387,0.001387
176,44147.4,2.33188,2.29616,0.92411,0.0957,0.8066,0.13453,0.06797,1.72502,1.98036,0.89013,0.0013375,0.0013375,0.0013375
177,44398.2,2.31617,2.28169,0.92165,0.09611,0.80742,0.13474,0.06805,1.72526,1.97842,0.89023,0.001288,0.001288,0.001288
178,44648.9,2.30618,2.27536,0.92096,0.09674,0.80641,0.13489,0.06856,1.7161,1.97557,0.88948,0.0012385,0.0012385,0.0012385
179,44898.8,2.2948,2.26868,0.91899,0.09692,0.80595,0.1349,0.06839,1.71939,1.97592,0.88968,0.001189,0.001189,0.001189
180,45149.4,2.28555,2.26533,0.91809,0.0958,0.81148,0.13483,0.06803,1.72688,1.97715,0.89031,0.0011395,0.0011395,0.0011395
181,45398.6,2.27719,2.25791,0.91826,0.09614,0.812,0.13507,0.06829,1.72336,1.97572,0.88999,0.00109,0.00109,0.00109
