epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,45649.3,2.26002,2.24847,0.91594,0.09727,0.80668,0.13508,0.06776,1.72885,1.97597,0.89036,0.0010405,0.0010405,0.0010405
183,45899.5,2.25528,2.24629,0.9155,0.09774,0.80638,0.13521,0.06797,1.72693,1.9756,0.89023,0.000991,0.000991,0.000991
184,46148.9,2.23722,2.24273,0.9148,0.09828,0.80284,0.13501,0.06768,1.73364,1.97773,0.89088,0.0009415,0.0009415,0.0009415
185,46401.3,2.23406,2.23527,0.91334,0.09606,0.81247,0.13506,0.06786,1.73501,1.97845,0.89115,0.000892,0.000892,0.000892
186,46651.4,2.22101,2.23094,0.91304,0.09713,0.80556,0.13477,0.0677,1.73449,1.9784,0.89111,0.0008425,0.0008425,0.0008425
187,46903.1,2.22003,2.22938,0.91288,0.09734,0.8098,0.13534,0.06828,1.72551,1.97467,0.89026,0.000793,0.000793,0.000793
188,47151.6,2.20107,2.21792,0.91147,0.09785,0.81324,0.13594,0.0694,1.70608,1.96867,0.88871,0.0007435,0.0007435,0.0007435
189,47399.8,2.19219,2.21207,0.91001,0.10082,0.80482,0.13622,0.06978,1.69333,1.96471,0.88756,0.000694,0.000694,0.000694
190,47650.2,2.18521,2.21188,0.9094,0.10162,0.80596,0.13658,0.06989,1.68997,1.96197,0.8871,0.0006445,0.0006445,0.0006445
191,47896.2,1.84925,2.13408,0.90217,0.10423,0.80009,0.13711,0.07046,1.6806,1.9572,0.88619,0.000595,0.000595,0.000595
192,48136.4,1.74818,2.06342,0.89123,0.10735,0.78912,0.13778,0.07053,1.68535,1.95598,0.88647,0.0005455,0.0005455,0.0005455
193,48378,1.69867,2.03075,0.88593,0.10867,0.78774,0.13853,0.07108,1.6824,1.95257,0.88617,0.000496,0.000496,0.000496
194,48617.8,1.66577,2.00861,0.88185,0.11204,0.78079,0.13972,0.07182,1.67243,1.94648,0.88502,0.0004465,0.0004465,0.0004465
195,48858.1,1.63664,1.9944,0.87965,0.11623,0.76876,0.14065,0.07283,1.65497,1.94196,0.88344,0.000397,0.000397,0.000397
196,49102.1,1.61177,1.97615,0.87701,0.11852,0.76451,0.14147,0.07354,1.64207,1.93797,0.88207,0.0003475,0.0003475,0.0003475
197,49340.6,1.59434,1.96889,0.8754,0.12181,0.75557,0.14216,0.07427,1.63504,1.93535,0.88144,0.000298,0.000298,0.000298
198,49583.3,1.57718,1.96101,0.87428,0.12332,0.75512,0.14301,0.0754,1.61786,1.93028,0.87994,0.0002485,0.0002485,0.0002485
199,49825.8,1.55909,1.94876,0.87145,0.12656,0.74348,0.14348,0.07579,1.61229,1.92922,0.87923,0.000199,0.000199,0.000199
200,50067,1.54699,1.94653,0.87087,0.12823,0.74103,0.14402,0.07709,1.5915,1.92519,0.87753,0.0001495,0.0001495,0.0001495
